12.68976 	0.00000
11.79568 	0.14983
11.12160 	1.53374
10.97400 	0.24941
9.67314 	0.40917
10.75361 	-1.26141
11.78124 	-3.52515
10.95137 	0.09883
10.27935 	0.01322
11.18515 	-1.03455
12.21080 	-0.41095
11.29994 	-1.33946
11.90495 	-0.64514
11.01719 	2.04813
11.14199 	-1.27959
11.92607 	0.02420
10.32437 	-0.30934
12.32879 	-1.46291
12.04767 	-0.30434
10.79123 	0.20933
9.66806 	0.42006
10.57207 	0.61640
12.36337 	1.37352
12.20246 	-0.39312
12.32285 	-0.49961
12.32196 	-0.93865
11.08349 	1.34866
12.07668 	0.87301
12.51123 	1.29289
12.90705 	0.36904
11.58535 	1.23662
11.97071 	-0.49111
12.59804 	-1.86808
12.20564 	-0.75838
11.55423 	-0.96876
13.73896 	0.84425
11.97029 	0.10981
13.34101 	-0.30246
14.24240 	0.83828
12.57910 	0.19707
12.69881 	1.16861
13.64391 	-0.35070
13.77443 	-0.75532
13.40626 	-0.54802
13.74010 	0.07105
12.43966 	-1.01232
14.23461 	-0.77743
12.22162 	-1.59732
15.34754 	0.22548
13.07390 	0.07923
14.63439 	-0.73521
13.23354 	-0.46722
14.07069 	1.16133
14.17898 	-1.10631
13.98715 	0.37461
13.85163 	-2.02884
14.73728 	-0.48035
15.29547 	-1.37466
15.82543 	0.23305
15.49758 	-2.06935
14.66565 	-1.00329
15.26941 	-1.93293
16.16987 	0.48183
17.65217 	-1.29108
16.57317 	-1.52157
15.74497 	-0.94280
15.84352 	0.06039
17.07710 	0.57055
17.29139 	-0.49723
17.44335 	-0.71525
18.43850 	-0.24269
18.56503 	-0.52493
17.68621 	-1.35859
18.58423 	-0.50355
19.68623 	-1.00352
19.98759 	-1.56293
21.52871 	-1.13042
21.30046 	-0.57690
22.50135 	0.11926
20.93714 	-0.09747
22.40326 	-0.32315
23.52897 	-0.24006
24.33601 	-0.16101
25.61408 	0.21070
24.78415 	-1.35606
26.90939 	-2.84497
27.43946 	-1.59066
27.43783 	-1.07770
28.02265 	-1.04439
28.95460 	-0.60752
28.62774 	-0.70599
29.43756 	-0.49634
32.08607 	-2.34911
33.85374 	-2.21321
36.14237 	-0.96799
35.90236 	-0.97600
39.48472 	-2.14492
39.25402 	-0.69204
40.69987 	-0.67186
44.49018 	-1.80219
48.50114 	-1.31887
51.50139 	-2.37263
54.95058 	-1.05554
61.29499 	-2.59526
65.67943 	-2.25454
71.69018 	-1.65469
78.69076 	-4.30886
88.50381 	-3.42153
104.01825 	-3.47552
122.19911 	-4.53369
147.83516 	-5.90892
189.21748 	-5.94770
263.89377 	-10.83849
440.30133 	-17.79643
1339.96729 	-56.39519
-1264.13306 	51.76054
-425.77692 	18.23323
-256.13489 	10.51547
-182.55914 	8.22252
-141.36150 	5.13619
-116.03550 	6.41086
-96.40919 	2.83119
-83.55385 	2.50591
-72.56268 	3.87002
-67.45868 	4.70325
-60.21076 	2.84002
-54.46741 	2.85620
-49.38979 	3.03174
-45.12428 	0.88932
-41.54036 	1.05724
-39.28201 	2.65902
-36.76790 	1.71172
-35.19806 	-0.16379
-34.89304 	2.60003
-30.95306 	0.72583
-28.13000 	0.42840
-27.54561 	0.14022
-27.18385 	1.47005
-25.75461 	1.31214
-24.14209 	1.71480
-22.69640 	1.50740
-21.66253 	1.57294
-19.93212 	0.32208
-20.99729 	-0.31095
-19.73338 	1.06147
-18.72576 	2.51718
-17.97443 	0.77423
-17.21727 	0.83655
-15.54237 	2.75099
-17.10328 	1.09479
-15.83450 	0.57434
-16.17523 	1.96446
-14.49787 	2.62691
-15.11686 	0.66610
-13.11610 	1.15379
-14.35734 	2.26640
-13.42631 	-1.70312
-13.89225 	0.39012
-12.93103 	0.96940
-12.83745 	-0.94374
-10.94995 	0.48780
-11.66477 	-0.22418
-12.56294 	0.39086
-9.39675 	-0.99470
-12.03222 	1.82194
-9.91426 	1.32280
-10.27798 	0.71814
-9.62872 	0.61743
-11.06584 	1.01307
-10.34038 	0.30153
-10.74214 	0.06961
-9.17878 	0.84557
-9.82867 	0.00461
-9.16521 	0.75323
-10.61063 	1.03157
-8.59187 	0.31667
-7.11727 	-0.29194
-8.38494 	-0.41576
-8.02005 	1.31939
-6.97335 	1.16510
-9.18787 	0.98294
-7.67007 	-1.08043
-9.10697 	0.84166
-6.19148 	0.47589
-8.13404 	1.22822
-6.02931 	-0.38501
-7.73824 	0.97741
-7.31299 	1.23040
-5.75864 	-0.92526
-6.88964 	-1.20387
-7.02968 	0.57361
-5.99117 	0.02923
-5.68909 	0.17455
-6.78151 	0.00425
-5.59724 	-0.11885
-7.19805 	2.06200
-7.13168 	0.41494
-5.81773 	0.09235
-5.69920 	0.72875
-6.87663 	0.90040
-5.16853 	-1.43886
-4.45758 	0.75262
-6.11116 	-0.70728
-4.62445 	0.41704
-4.00529 	1.05654
-4.42904 	1.02481
-4.17133 	-0.62186
-4.39935 	0.63338
-3.67632 	0.13402
-4.16358 	1.78455
-5.14956 	0.01454
-5.40065 	-0.08694
-4.76130 	0.38099
-4.51348 	1.02207
-5.31236 	0.56234
-5.19561 	1.43846
-3.49757 	1.02686
-2.13681 	1.69544
-5.90615 	-0.01818
-3.66679 	0.20025
-4.25475 	0.98598
-4.30945 	-0.23071
-4.76846 	-0.39322
-4.63560 	0.95221
-3.41315 	-0.28176
-4.45171 	0.57575
-4.44904 	1.23007
-3.12563 	0.16972
-3.80157 	-0.14561
-4.11510 	-0.00764
-3.17195 	0.74025
-2.95887 	1.22679
-4.42275 	-1.19888
-2.34029 	-0.75265
-2.68749 	0.79629
-3.57608 	2.12494
-4.10235 	1.97500
-3.02045 	0.15760
-2.94954 	0.32063
-3.16244 	-1.85503
-3.53560 	-1.34498
-1.74539 	0.59176
-2.71326 	0.84637
-2.63086 	-0.57987
-3.93741 	0.98447
-3.56814 	-1.01811
-3.92798 	-0.00890
-2.91716 	1.29244
-5.37834 	-0.65520
-4.56254 	-0.84761
-3.04177 	0.00438
-2.42658 	0.12789
-2.14918 	-0.25046
-3.17598 	1.06013
-1.79162 	1.16532
-1.27723 	0.80778
-0.79950 	0.44223
-2.38328 	-0.03756
-2.52116 	-0.20192
-3.63432 	-0.77667
-1.57863 	1.08536
-2.70111 	1.45347
-2.50506 	0.93695
-2.53863 	-0.26057
-3.20010 	0.59604
-4.73307 	1.00308
-1.65403 	-0.05090
-2.60433 	-0.26248
-3.78421 	-0.08940
-2.52651 	-0.03040
-1.73721 	1.95036
-4.52409 	0.69028
-2.42768 	0.28271
-2.59667 	0.17813
-4.29738 	0.83573
-1.71950 	0.66873
-2.08796 	0.11278
-3.29966 	0.42088
-1.78898 	0.93466
-3.62624 	-0.09723
-2.86472 	0.14223
-4.36809 	-0.78156
-2.52918 	0.32845
-3.07996 	-0.03134
-2.80612 	-0.42321
-1.44541 	0.91778
-4.03262 	-0.98643
-2.98967 	0.77202
0.06871 	0.76689
-1.60225 	-0.23717
-2.03802 	0.77042
-1.27036 	0.15392
-2.27810 	1.20454
-1.44610 	1.39810
-2.79197 	1.19819
-1.12007 	0.47211
-1.78686 	-0.50008
-1.47446 	1.68439
-2.84565 	0.20738
-2.34528 	0.62756
0.27192 	1.57292
-2.06250 	-0.29756
-0.18141 	0.08366
-2.74167 	0.12295
-0.99568 	0.98838
-2.95520 	-0.05372
-3.15237 	0.10375
-2.17985 	0.78145
-1.76350 	1.73316
-2.57816 	0.38120
-1.62947 	-0.38247
-3.65941 	-0.27128
-0.72036 	1.04195
-1.40797 	2.36489
-2.38351 	0.05919
-1.59011 	-0.77527
-1.72356 	-0.33190
-1.73018 	0.53270
-1.26038 	-0.27330
-1.38941 	-0.92760
-1.63261 	-0.41867
-0.72637 	-0.18596
-2.80343 	2.30728
-1.74950 	1.24758
-2.77499 	0.95026
0.12157 	0.55924
-1.35253 	0.17213
-1.61976 	0.41247
-2.66059 	0.43177
-1.24472 	0.69089
-0.15904 	0.76075
0.04218 	-0.61202
-0.52867 	-0.96999
-0.94919 	-0.07352
-1.39849 	-0.78399
-2.83638 	1.92169
-2.54483 	0.87205
-1.66487 	0.58344
0.64910 	0.05971
-1.14136 	-0.84418
-2.34610 	1.31976
-1.53394 	-0.77505
-2.92594 	1.54437
-1.78253 	-0.09442
-0.93413 	1.11429
-1.56787 	-0.17742
0.13643 	1.47814
0.11896 	0.45109
-1.82480 	0.84143
-0.85572 	0.83940
-1.00596 	-0.39448
-2.09299 	1.41093
-2.86527 	-0.30705
-1.58196 	-0.13077
-1.40517 	-0.22635
-1.69870 	2.04956
-1.17914 	2.57496
0.02373 	0.76022
-2.02049 	-2.03905
-0.84574 	-0.03431
-3.76967 	0.52577
-0.63141 	1.26078
-1.07915 	-0.81709
-3.15453 	0.82858
-1.66631 	-0.12542
-1.46472 	0.10593
-2.05478 	-0.31649
0.52713 	-1.30193
-0.63301 	-0.19023
1.31677 	0.24541
-0.69863 	1.09773
-0.40275 	1.65563
-2.32061 	-0.42525
-1.57273 	-0.28715
-2.51798 	1.04845
-1.04834 	-0.54359
-1.65783 	-1.13854
-1.78177 	1.76378
-0.13786 	0.28626
-1.62756 	-0.28305
-1.19566 	1.26012
-1.85459 	-0.70112
-2.16686 	0.92958
-3.08167 	-0.26376
-1.77795 	0.04705
-1.26990 	-1.83386
-0.45502 	-0.41142
-1.37603 	-0.90099
-0.33290 	-0.23737
-1.21703 	0.42339
-2.39354 	-0.94615
-2.63090 	0.08140
-1.46260 	1.15703
-1.29608 	-1.42209
-0.43501 	-0.39669
-0.80964 	0.88390
-0.11379 	0.36583
-0.41501 	1.35078
-1.97343 	0.79589
1.75557 	-1.04063
-2.59397 	1.06210
-0.46271 	0.02208
-2.88452 	-1.33761
-0.29259 	-0.03499
-2.21180 	1.45760
-0.08142 	-0.50463
-0.83916 	-0.08286
-0.10151 	0.79808
-0.88406 	-0.06631
-1.30315 	1.49439
-2.05468 	0.07882
-0.10117 	0.49471
-1.02486 	-0.41928
-1.39713 	0.59925
-0.89025 	-0.73108
0.35862 	-0.51647
-0.63754 	0.51518
-0.93255 	0.44822
-0.99299 	0.25528
-1.66802 	0.56811
-1.75769 	-0.50590
-0.94414 	2.27039
-0.73018 	0.91529
-2.53173 	0.22351
-1.37768 	1.36856
-2.14831 	0.98810
-0.51300 	-0.77061
